protein,n_poses,A_native,C_rerank,D_minimize,B_full,oracle_raw,oracle_min,B_full_pb_valid
6YQV_8K2,30,0.544952804378508,0.7256685579519069,0.6127785619618236,0.6139000342075254,0.4975258716891016,0.6111884930199522,True
6T88_MWQ,30,4.794805743614646,1.6257044716060782,4.438764426279008,1.1888875964530878,1.6257044716060782,1.1739890966273916,True
7ZF0_DHR,30,24.655144656569423,7.860596844561312,23.69390217397717,6.137517562278149,5.585315476155471,2.5619243484679104,True
7NU0_DCL,30,1.1811846489859237,0.6616954340933602,0.2594651493939021,0.4849967757624785,0.5815486931461533,0.2521911873955952,True
8BTI_RFO,30,2.408211299561013,3.3261664084448133,2.3978221845388514,2.6758146675981376,1.065437474154788,0.7686194394280347,True
7TM6_GPJ,30,1.5480905858508411,0.2274737589261672,1.6033249349398893,0.7288767145409436,0.2274737589261672,0.4771203611249474,True
7BKA_4JC,30,27.688159047220285,15.554785178496251,27.652959419698643,18.127486796712883,14.71247856160998,15.573517795657688,True
7KZ9_XN7,30,0.9942512276262792,5.787857266176867,0.6413476783659972,5.608552967971814,0.9942512276262792,0.5653079201156261,True
7QTA_URI,30,8.863946812459877,21.95949506382684,11.711677706008295,21.022448723294094,3.677613103311312,4.352145558295153,True
7AFX_R9K,30,2.1882151481287213,2.089663435699634,1.68891746823224,1.7862648010583424,2.089663435699634,1.68891746823224,True
7AKL_RK5,30,0.5146540263537293,0.5146540263537293,0.365611633178964,0.365611633178964,0.5146540263537293,0.365611633178964,True
7THI_PGA,30,1.1650662170022812,2.0459042852598084,1.0043029700023591,1.2791743270128948,1.1650662170022812,1.0043029700023591,True
8FAV_4Y5,30,0.358766308255658,0.6177254428362756,0.3772136457572211,0.6510692662028666,0.3480225401965338,0.3725066515574519,True
7L03_F9F,30,0.8578176816783386,1.0021922547368571,0.8747264723121372,1.2776371041888224,0.8387427566412607,0.4338625342621369,True
6ZPB_3D1,30,8.636937263579028,4.19105357530909,8.754385724056004,4.175468576100172,4.148547623298759,3.987945534635876,True
7QF4_RBF,30,0.2585379447757889,0.2388239914432571,0.4002311170274458,0.4002465952847532,0.2045086070813899,0.1767247022076155,True
8AAU_LH0,30,0.8963797043911935,0.9140111128670398,0.7071007943237885,0.6830773954305241,0.8011423836552958,0.4301983452970224,True
7RC3_SAH,30,0.921823843717526,1.0543391999074774,0.9493140505325208,1.134070818742409,0.7459246175050136,0.709587070604609,False
7L7C_XQ1,30,2.246030821142891,1.9103384428395085,2.105193388130547,0.76910130919764,1.9103384428395085,0.76910130919764,True
7SCW_GSP,30,0.5598522271546302,0.8722618285239817,0.6475480940150316,0.9059089232298686,0.5598522271546302,0.6261173701870919,True
7BNH_BEZ,30,16.697197926598346,3.262911544243201,16.475039175100957,3.303386591733466,3.262911544243201,2.368140953715945,True
7XQZ_FPF,30,3.621945549176575,2.981979430378419,2.580500401007526,2.6782274591975943,2.981979430378419,1.9753389563312929,False
7XBV_APC,30,2.5880529914303563,2.5880529914303563,4.1565977460247545,4.1565977460247545,2.364466310307814,1.8523840687245492,True
7UXS_OJC,30,2.48674789106461,3.5888015881548614,3.0542181963872284,6.176408350721084,2.48674789106461,3.0542181963872284,True
7LEV_0JO,30,1.3655691661790874,0.9307976356713786,1.3707525440949786,0.9788744637154888,0.9307976356713786,0.9788744637154888,True
7XG5_PLP,30,1.4074165281642814,1.4074165281642814,1.1098201551940745,1.1098201551940745,1.4074165281642814,1.1098201551940745,True
7KM8_WPD,30,2.0793882794938883,1.8114508906703333,1.8715837362309329,0.6174173207248358,1.3834300144306493,0.6174173207248358,True
7P5T_5YG,30,25.139243283369424,6.371609074261962,25.259274962037725,10.394905898605796,6.348682023305583,6.184482717217764,True
7D5C_GV6,29,1.0354278311637115,0.9770762749636154,1.258090890352162,1.0465052441956668,0.9485090124897038,1.0451763756079793,True
7F8T_FAD,30,1.1747664517794227,1.3819261815743824,2.2289151310692463,1.2073463757113765,0.9946436690101071,0.9974083825141196,True
6TW5_9M2,29,0.8451157607288244,0.7400125057792459,0.670159726988588,0.6676826878187747,0.6063926115602325,0.6021652045314373,True
8F8E_XJI,29,19.99534550385716,21.578952931103,20.799752995043654,20.754430225724885,10.35309624864915,10.54928598177016,True
7MOI_HPS,30,25.21185444044852,26.157048293355064,25.23575016499411,23.52215923883844,14.805075055503464,15.486309686623214,True
7PJQ_OWH,30,17.955350581762527,4.180827819941883,17.64029874540111,1.0812593860864277,2.424312837279876,1.0812593860864277,True
7NP6_UK8,30,15.182785009046842,14.807993808159836,15.232723245071366,14.312641937309303,13.233562028288624,13.850656456250096,True
7T3E_SLB,29,0.3931574275746839,1.208307234660677,0.3347923229762135,0.3570451151965455,0.3931574275746839,0.3347923229762135,True
7M3H_YPV,30,2.350287170928977,2.350287170928977,2.6501643047334507,2.6501643047334507,2.350287170928977,2.6501643047334507,True
7ROU_66I,30,1.3685811228215845,2.561726062938514,1.349546274465265,1.1853726115467356,1.3685811228215845,1.1853726115467356,True
6XM9_V55,30,7.734673638293286,4.376493065229282,8.162676746186097,3.866058605114751,4.2648943549742135,2.4736525296154124,True
7L5F_XNG,30,3.5803386501838066,2.857880007297562,2.491549845533454,2.2381679837164445,2.495827987195164,1.772202773543579,True
6YSP_PAL,30,1.2685697566551073,1.2685697566551073,1.2294191583325025,1.2294191583325025,1.1848216724997054,1.14582642419129,True
7ED2_A3P,30,6.925680239193516,5.273813016496031,7.781979627604049,5.048142899713312,4.982776610225207,4.962843016263367,True
7OZ9_NGK,30,4.946772304240413,5.270808773753198,4.912900544806284,4.880556018636876,4.946772304240413,4.452432308359816,True
7SZA_DUI,30,5.827278232374012,2.684732797318944,6.15148312202025,2.321793280096228,2.684732797318944,2.321793280096228,True
7JMV_4NC,30,1.987122360463629,1.987122360463629,1.9962198876877268,1.9962198876877268,1.987122360463629,0.3858437095273387,True
8CSD_C5P,30,1.3634647050454811,1.4303255365392145,1.161127841080961,1.1363829780743555,1.27259376846023,1.1331520788532865,True
7C3U_AZG,30,17.922890281171426,6.47996623637388,17.701211897982372,3.76618470060762,4.592565935588436,3.76618470060762,True
7AN5_RDH,30,5.335121714200468,5.335121714200468,5.372744725929197,5.372744725929197,2.5164680684112266,2.575865300437893,True
6XBO_5MC,30,10.904107476438742,6.013332448023688,10.896188216360969,5.713149924556028,4.196801893975069,3.890334724089245,True
7WQQ_5Z6,30,0.8397438286631094,0.7425952105061456,0.7023782306484794,0.3958734346938378,0.541176930060428,0.3958734346938378,True
7WY1_D0L,30,1.1158834919884368,1.82332937232964,0.9769962099367474,0.970422975780704,0.7652992803221093,0.8634663821347783,True
7LZD_YHY,30,2.788757858827549,3.3234046067248566,2.197912586821948,1.036347718906525,2.6347065671858814,1.036347718906525,True
8AUH_L9I,30,5.258049739295845,5.425245016419241,6.151848363112283,5.421924524306173,3.1310658901054467,1.8540477774073376,True
8D19_GSH,30,1.6321078280861214,24.088058647346404,1.888143479982388,23.067993427561053,1.4707457361828389,1.072917648284341,True
7PIH_7QW,30,1.5015253946681464,1.2256277058443696,1.924826433841936,1.4875491112340906,0.8294457142674657,0.9545096295568034,True
7BCP_GCO,30,1.1709533653592508,1.1709533653592508,0.7956805911148791,0.7956805911148791,1.1709533653592508,0.7956805911148791,True
7N03_ZRP,30,1.0420752774769062,1.1884054280541516,1.4444587055858873,2.2676366581909524,0.5828179150839968,0.7454945484614321,True
6YJA_2BA,30,4.677611268221303,7.807542304458496,6.138136383985704,6.986406969299872,3.084113863008304,3.839105050807592,False
7ECR_SIN,30,2.1217691539137804,2.2315477137516013,2.234641308745095,1.4237141202678312,2.1217691539137804,1.4237141202678312,True
7MWN_WI5,30,3.8250721312643248,3.8178570299236574,3.972138592276206,3.511252872551335,3.643813316859825,3.310837048287412,True
